Date,Headline,Summary
MSNBC Live with Stephanie Ruhle - 10:18 AM 2/28/2019,"CPAC: Conservatives react to Michael Cohen hearing, North...","Sean Spicer, Rep. Jim Jordan and other conservative leaders are gathering for the Conservative Political Action Conference known as CPAC and reacting to the week's news stories surrounding President Donald Trump including the collapse of North Korea..."
Steve Benen The Rachel Maddow Show - 10:00 AM 2/28/2019,Who gets the benefit of the doubt from Donald Trump,"Who gets the benefit of the doubt from Donald Trump? When it comes to dictators, donors, and Republicans, Trump's generosity of spirit is almost limitless."
Morning Joe  - 9:39 AM 2/28/2019,Rep. Meadows' move misses the mark: Rev. Al,"During Michael Cohen's Wednesday hearing, Rep. Mark Meadows, R-NC, introduced Lynn Patton, a HUD appointee who is African-American, to argue the president is not racist. The Morning Joe panel discusses."
Steve Benen The Rachel Maddow Show - 9:20 AM 2/28/2019,Economic growth slowed in the closing months of 2018,"For months, Trump talked up the quarterly GDP report from the spring and early summer. He'll probably have much less to say about the new data."
Steve Benen The Rachel Maddow Show - 8:40 AM 2/28/2019,Trump walks away from North Korea talks with nothing,"Kim asked for an end to sanctions; Trump couldn't make that kind of concession; and so the Republican left with nothing. In some ways, it's worse than nothing."
Steve Benen The Rachel Maddow Show - 8:00 AM 2/28/2019,"In sworn testimony, Cohen points to other Trump-related criminal investigations",The president is already plagued by scandals. Michael Cohen's testimony raised the tantalizing possibility that Trump's troubles are even worse than we know.
Morning Joe  - 7:51 AM 2/28/2019,"A good thing Trump walked away, says Dem. senator","Sen. Chris Coons, D-Del., weighs in on the president's summit with Kim Jong Un and why it was better for Trump to walk away from a situation where Kim demanded all sanctions be lifted in exchange for concessions on Pyongyang's nuclear weapons program."
MSNBC Live - 7:46 AM 2/28/2019,Bill Neely: No deal reached linked to North Korea wanting...,NBC News' Chief Global Correspondent Bill Neely joins Ayman Mohyeldin and Yasmin Vossoughin to discuss why no deal was reached between President Trump and Kim Jong Un. Neely pins it to the leaders not being able to settle on a definition of
Morning Joe  - 7:40 AM 2/28/2019,Committee Republicans wouldn't 'pound the facts',The Morning Joe panel continues its discussion on Michael Cohen's hearing and the response from House Republicans.
Morning Joe  - 7:03 AM 2/28/2019,Joe: GOP took step closer to political oblivion on Wednesday,Joe Scarborough weighs in on how Republican House members handled Wednesday's hearing with former Trump attorney Michael Cohen.
Morning Joe  - 6:39 AM 2/28/2019,GOP fails to discredit facts during Cohen hearing,The president's former attorney Michael Cohen appeared Wednesday in a marathon hearing before the House oversight committee where he publicly referred to the president as a racist and con man. The panel discusses Cohen's appearance and its potential...
Morning Joe  - 6:30 AM 2/28/2019,Trump leaves North Korea summit with no deal,"President Trump and North Korean dictator Kim Jong Un abruptly broke off their nuclear summit here Thursday, canceling a planned signing ceremony. The panel discusses."
MSNBC Live - 3:35 AM 2/28/2019,Mitchell: Trump and Kim breaking off talks could be 'sticky...,NBC News Chief Foreign Affairs Correspondent Andrea Mitchell describes the situation between the United States and North Korea after no agreement was reached on North Korea's nuclear arsenal during a summit meeting between President Trump and Kim Jong Un.
MSNBC Live - 3:07 AM 2/28/2019,President Trump: I will take Kim Jong Un 'at his word' on the...,"President Trump was asked during his Hanoi press conference about the death of American Otto Warmbier following his detainment in North Korea. President Trump said ""a lot of people, big country,"" and Kim Jong Un ""tells me that he didn’t know about it,..."
MSNBC Live - 2:58 AM 2/28/2019,WATCH: President Trump's full press conference in Hanoi,President Trump holds a nearly forty-minute press conference following announcement that a deal was not reached with North Korean leader Kim Jong Un at second summit in Vietnam.
1:56 AM 2/28/2019,White House: 'No agreement reached' between Trump and Kim,"White House reports that ""no agreement was reached"" between President Trump and North Korean leader Kim Jong Un at Vietnam summit."
The 11th Hour with Brian Williams - 12:08 AM 2/28/2019,Cohen news dominates final day of Trump-Kim nuclear summit,"With little news and no firm agreement coming from Trump's nuclear summit with Kim Jong Un, news from back home dominated the headlines. Jonathan Allen and Elise Hu discuss."
The 11th Hour with Brian Williams - 11:51 PM 2/27/2019,Oversight Cmte. Republicans spend hearing trying to discredit...,Republicans on the House Oversight Committee aimed a lot of their hearing questions at Michael Cohen’s credibility and not at Cohen’s allegations of the president’s illegality. Kimberly Atkins and Rebecca Davis O’Brien react.
The 11th Hour with Brian Williams - 11:31 PM 2/27/2019,Rep. Katie Hill: There's strong evidence Trump committed a...,"Rep. Katie Hill, Democrat of the House Oversight, reacts to the shocking testimony by former Trump attorney Michael Cohen saying there is a lot of evidence of illegality in the Oval Office."
The 11th Hour with Brian Williams - 11:28 PM 2/27/2019,Cohen: I possibly overheard Trump & Don Jr. discussing Trump...,"During his blistering take down of Trump on Capitol Hill, the president's former lawyer says he might have heard Trump and his son talking about that now infamous Trump Tower meeting. Frank Figliuzzi reacts."
The Beat with Ari Melber - 11:22 PM 2/27/2019,Prosecutor: Cohen bombshell 'catches' Trump in Mueller probe...,"MSNBC Chief Legal Correspondent, Ari Melber, breaks down how the most devastating claim made by Michael Cohen during his public testimony before the House Oversight Committee, is relevant to the Mueller probe. Melber walks through how Michael Cohen’s..."
The 11th Hour with Brian Williams - 11:20 PM 2/27/2019,"In historic testimony, Cohen says Trump broke the law in office","Michael Cohen's daylong, televised take down of the president including stunning allegations of criminality and deceit. Barbara McQuade, Frank Figliuizzi, and Ken Vogel react."
The Last Word with Lawrence O'Donnell - 10:54 PM 2/27/2019,Cohen friend: Testimony was 'peek inside the criminal enterprise',"Michael Cohen accused Donald Trump of an expansive pattern of lies and criminality during his testimony to the House Oversight Cmte. Cohen's friend, Donny Deutsch, who spoke to him shortly after his testimony, tells Lawrence about Cohen's response to..."
The Rachel Maddow Show - 9:59 PM 2/27/2019,Cohen expresses concern Trump won't take no for an answer in 2020,"In his closing remarks, former Donald Trump attorney Michael Cohen said he is afraid that if Donald Trump loses the election in 2020, there will not be a peaceful transition of power."
The Rachel Maddow Show - 9:52 PM 2/27/2019,Cohen raises possibility that Donald Trump lied to Robert Mueller,"Rachel Maddow shares video of Michael Cohen testifying in Congress that Donald Trump spoke with Roger Stone about Wikileaks, and compares that with earlier CNN reporting that Donald Trump told Robert Mueller that he never spoke with Stone about Wikileaks."
The Rachel Maddow Show - 9:44 PM 2/27/2019,Cohen testimony suggests Trump committed financial fraud,"Joyce Vance, former U.S. attorney, talks with Rachel Maddow about the legal implications of Michael Cohen's accusation in congressional testimony that Donald Trump lied about the value of his assets as a means of getting banks to lend him more money."
The Rachel Maddow Show - 9:37 PM 2/27/2019,Cohen contradicts Trump's excuse for not releasing his taxes,"Rachel Maddow shares a piece of Michael Cohen's testimony in Congress in which he explains that Donald Trump feared that releasing his taxes publicly would open him to the possibility of an audit, suggesting that Trump lied about already being under audit"
The Rachel Maddow Show - 9:25 PM 2/27/2019,Congress eyes new Trump probe leads after Cohen testimony,Rep. Jackie Speier talks with Rachel Maddow about what members of the House Oversight Committee learned from today's Michael Cohen testimony that will inform how they move forward in their oversight of Donald Trump.
All In with Chris Hayes - 9:01 PM 2/27/2019,500 threats: How Trumpworld works,Michael Cohen provided a rare window from an insider into how Donald Trump operates behind closed doors -- and how he gets his dirty work done.
The Rachel Maddow Show - 9:00 PM 2/27/2019,Cohen testifies SDNY conducting additional Trump investigations,"Rachel Maddow shares highlights from Michael Cohen's congressional testimony and talks with Joyce Vance, former federal prosecutor, about the legal implications for Donald Trump after Cohen's testimony about Trump's involvement in illegal hush money"
All In with Chris Hayes - 8:52 PM 2/27/2019,House Republicans try and fail to undermine Cohen hearing,House Republicans grasp at straws as Michael Cohen testifies about Trump's misdeeds.
All In with Chris Hayes - 8:28 PM 2/27/2019,Michael Cohen alleges Trump committed numerous crimes,"In blockbuster testimony, Cohen claimed the president carried out a scheme to violate election law from the White House."
Hardball with Chris Matthews - 7:57 PM 2/27/2019,Rep. Speier on Cohen’s testimony: Trump inner circle should...,Michael Cohen alleged that President Trump knew in advance of the Wikileaks dump of hacked Democratic National Committee emails.
Hardball with Chris Matthews - 7:45 PM 2/27/2019,US drops demand for full accounting of North Korea nuclear...,"U.S. negotiators are no longer demanding that North Korea agree to disclose a full accounting of its nuclear weapons and ballistic missile programs as part of talks this week between President Donald Trump and Kim Jong Un, according to current and former"
