Date,Headline,Summary
"Mar 5, 2019","North Korea rebuilding rocket launch site after failed summit, reports say","North Korea is restoring a rocket launch site it had dismantled as part of its disarmament pledge last year -- just a week after a nuclear summit between Kim Jong Un and President Donald Trump ended without an agreement, reports said Wednesday."
"Mar 5, 2019",Rep. Jordan: Do we need an endless migrant caravan before we say it's an emergency?,"Guests: Jim Jordan, Pam Bondi, Tim Ballard, Brad Smith"
"Mar 5, 2019",Dershowitz: House Dems seem to be 'going too far' seeking dirt on Trump,"On the heels of an expanded investigation brought by House Judiciary Committee Chairman Jerry Nadler, D-N.Y., famed attorney Alan Dershowitz warned House Democrats they may have gone “too far” and could face lawsuits for allegedly abusing their oversight powers."
"Mar 5, 2019",President Trump blasts House Democrats for politically motivated investigations,"Guests: Alan Dershowitz, Austan Goolsbee, John Solomon"
"Mar 5, 2019","Trump threatens veto as House Dems ready sweeping campaign finance, ethics package","House Democrats are preparing to vote Friday on a sweeping ethics and campaign finance reform package known as the ""For the People Act,"" and in response the White House issued its second veto threat of the year on Tuesday, calling the proposal a reckless move that would increase opportunities for rampant voter fraud and chill free speech."
"Mar 5, 2019","Mark Warner vows to ‘reserve judgment’ on Trump, Russia until end of investigation","Sen. Mark Warner, D-Va., doubled-down Tuesday on his previous assertions that there’s a significant quantity of evidence tying the Trump campaign to Russia, while also vowing to “reserve judgement” until “all the facts come out.”"
"Mar 5, 2019",Do Democrats have their priorities twisted ahead of 2020?,"Guests: Rochelle Richie, Melissa Francis, Jason Hill, Spencer Brown, Raheem Kassam"
"Mar 5, 2019",Comey calls for transparency in Mueller probe,"Guests: Mark Warner, Lindsey Graham, Rand Paul, Richard Goodstein, Ray Donovan"
"Mar 5, 2019","Manafort health woes not significant enough to reduce sentence, Mueller argues","Former Trump campaign manager Paul Manafort has failed to accept responsibility for his financial crimes, and his reported health problems are not significant enough to warrant leniency, according to a sentencing memorandum filed in a Virginia federal court Tuesday by Special Counsel Robert Mueller."
"Mar 5, 2019",FDA chief Scott Gottlieb resigning,"Food and Drug Administration Commissioner Scott Gottlieb is stepping down after nearly two years leading the agency's response to a host of public health challenges, including the opioid epidemic, rising drug prices and underage vaping."
"Mar 5, 2019","Dan Bongino: In investigating Trump, Democrats turn to desperate police-state tactics","Last week the unfounded allegations that President Trump colluded with Russia to win the 2016 presidential election completely collapsed. But congressional Democrats are nevertheless pushing forward in a desperate search for evidence of wrongdoing against the president, using tactics reminiscent of the Soviet secret police under dictator Josef Stalin."
"Mar 5, 2019","Larry Kudlow: US closer to China trade deal, and Dems' socialism push will fail",National Economic Council Director Larry Kudlow said the White House was “optimistic” about trade talks with China and that the U.S. is “closer than we’ve ever been before” to a significant trade deal.
"Mar 5, 2019","Celebrities, activists urge criminal justice reform at 'Day of Empathy'","Actor David Arquette and his wife, TV personality Christina McLarty Arquette, were among a crowd of activists in Arkansas on Tuesday calling for lawmakers to implement criminal justice reform laws like the ones President Trump signed into law this past December."
"Mar 5, 2019","Expanded Democratic investigation targets Trump family, business and White House","Guests: Larry Kudlow, Guy Benson, Jeff Mason, Mollie Hemingway"
"Mar 5, 2019",Hillary Clinton replies to Trump's tweet on her 2020 announcement with 'Mean Girls' GIF,President Trump on Tuesday said his former opponent Hillary Clinton would “be sorely missed” from the pool of contenders vying for the Oval Office in the 2020 election.
"Mar 5, 2019","Bloomberg reveals he won't run for president in 2020, but urges Dems to 'defeat Trump'",Former New York City Mayor Michael Bloomberg announced Tuesday he will not run for president in 2020 while also bashing President Trump in an op-ed and pledging to ramp up efforts to solve national issues.
"Mar 5, 2019","Trump commits to keeping some US troops in Syria, in apparent partial reversal","President Trump has agreed to keep some U.S. military forces in Syria, in an apparent partial reversal of his commitment two months ago to fully withdrawing from the country, a National Security Council source tells Fox News."
"Mar 5, 2019",President Trump rips Democrats' new probe as a 'hoax',Trump fights back after House Democrats launch an expansive new investigation; reaction and analysis on 'The Five.'
"Mar 5, 2019",Trump signs executive order aimed at lowering veterans' suicide rate,"President Trump signed a new executive order on Tuesday aimed at decreasing the number of veterans' suicides, and creating a task force of state and local groups to raise awareness of the crisis."
"Mar 5, 2019",Seeking security: Bezos mansion-hunting for new life before tabloid storm,The meticulous arrangements had all been made for Jeff Bezos and Lauren Sanchez to tour their potential dream house in the Bel-Air section of southern California.
"Mar 5, 2019","Tensions rising between key advisers, allies of Hillary Clinton and Bernie Sanders","Guests: Eliza Collins, Jason Russell, Robin Biro, Jenna Ellis, Ryan Payne, David Morey, Holly Turner"
"Mar 5, 2019",Felony charges filed against alleged attacker of conservative activist at UC-Berkeley,"The Alameda District Attorney’s office has filed criminal felony charges against an entrepreneur who allegedly attacked a conservative activist at the University of California, Berkeley campus on Feb. 19."
"Mar 5, 2019",Aftermath: Alabama's tornado dead range in age from 6 to 89,"Picking through the twisted debris that had been her Alabama mobile home, Carol Dean found her wedding dress and a Father's Day note to her husband reading, ""Daddy, I love you to pieces."""
"Mar 5, 2019",Stacey Abrams threatens presidential run,Stacey Abrams considers a presidential run and other 2020 options
"Mar 5, 2019",2020 Democrats haunted over past donations from Trump,"At least six Democrats eyeing the White House in 2020 took campaign contributions from Donald Trump before he was president – something that could be a potential political liability in a crowded, anti-Trump Democratic primary."
"Mar 5, 2019",Trump fulfills terminally ill man's dying wish with phone call,"President Trump and Eric Trump fulfilled a terminally ill Connecticut man's dying wish with a phone call on Tuesday evening -- and all it took was a little help from the man's sister, a lifelong Democrat."
"Mar 5, 2019",California officials fight Trump's bid to pull funding for high-speed rail project,The head of California’s controversial high-speed rail project hit back this week at President Trump’s bid to halt federal funding to the railway and force the state to pay back money already doled out.
"Mar 5, 2019",Attorney for ISIS bride Hoda Muthana confident she will return to US: 'We are very likely to succeed',The attorney for the American-born “ISIS bride” says she and her child are likely to return to the country despite Secretary of State Mike Pompeo and President Trump’s saying otherwise.
"Mar 5, 2019","Adam Schiff adds former NBC News analyst, Trump critic Daniel Goldman to Intelligence Committee","The House Intelligence Committee has hired former NBC News legal analyst Daniel Goldman -- an outspoken critic of President Trump -- as senior adviser and director of investigations, Chairman Rep. Adam Schiff announced on Tuesday."
